NombreCliente,NombreProducto,CantidadVendida,TotalVenta
Kathryn Ortiz,Move,7,5952.94000000
Kelly Terrell,Opportunity,8,3599.28000000
Kelly Terrell,Sport,1,615.50000000
Kelly Terrell,Call,9,3433.59000000
Kelly Terrell,Remember,2,40.98000000
Julie Medina,Look,6,1503.54000000
Julie Medina,Leave,7,4504.43000000
Julie Medina,Remain,10,2765.50000000
Sarah Gardner,Soldier,4,3659.04000000
Alan Best,Identify,3,2501.49000000
April Alvarez,Move,10,8504.20000000
April Alvarez,Actually,2,1127.56000000
April Alvarez,Doctor,4,1223.72000000
April Alvarez,Keep,2,671.24000000
Brooke Sampson,Animal,6,2012.82000000
Brooke Sampson,The,10,614.80000000
Brooke Sampson,Of,3,1373.52000000
Brooke Sampson,Bar,9,2613.60000000
Joseph Cox,Way,5,2887.70000000
John Macdonald,Along,4,510.80000000
John Macdonald,Subject,1,726.09000000
John Macdonald,Financial,5,992.70000000
John Macdonald,Community,10,3453.20000000
John Macdonald,Common,3,181.20000000
Kimberly Chandler,Success,10,357.20000000
Kimberly Chandler,Painting,6,74.34000000
Kimberly Chandler,Child,3,2256.51000000
Kimberly Chandler,Actually,2,1127.56000000
Kimberly Chandler,Require,1,783.31000000
Kristen Atkinson,Bit,9,8363.07000000
Kristen Atkinson,Bank,7,2015.79000000
Kristen Atkinson,Relationship,9,7247.88000000
Jessica Ruiz,Family,6,4706.16000000
Jessica Ruiz,Cell,2,1011.08000000
Jessica Ruiz,Remember,9,1350.36000000
Jessica Ruiz,Buy,10,7676.40000000
Jessica Ruiz,While,10,1477.10000000
Dawn Schmidt,By,4,3970.56000000
Dawn Schmidt,Song,6,3082.50000000
Dawn Schmidt,Serve,6,5254.32000000
Dawn Schmidt,Event,3,585.18000000
Rose Lopez,Bank,6,5792.10000000
Rose Lopez,Five,10,7042.90000000
Rose Lopez,Someone,5,3965.05000000
Rose Lopez,Election,3,1639.41000000
Miranda Marshall,Partner,4,1257.12000000
Miranda Marshall,Least,4,1698.52000000
Nicole Long,Already,6,5502.00000000
Nicole Long,Good,7,336.56000000
Nicole Long,Data,8,3132.00000000
Nicole Long,Statement,4,86.84000000
Kim Graham,Imagine,3,392.64000000
Kim Graham,House,8,2361.68000000
Kim Graham,Billion,1,556.47000000
Kim Graham,Degree,10,5021.90000000
Brandon Nelson,Form,3,2048.13000000
Courtney Hayes,Audience,9,5619.60000000
Courtney Hayes,Country,2,1749.50000000
Courtney Hayes,Find,3,862.02000000
William Murphy,Medical,1,505.39000000
William Murphy,Ability,1,164.65000000
William Bishop,Education,2,691.02000000
William Bishop,Someone,9,5282.28000000
William Bishop,Than,8,7928.16000000
Laurie Garcia,Hard,2,517.02000000
Laurie Garcia,Sit,6,758.04000000
Laurie Garcia,Where,8,1022.88000000
Laurie Garcia,Change,1,379.26000000
Laurie Garcia,Wall,8,3965.76000000
Elizabeth Hudson,Moment,10,8346.70000000
Elizabeth Hudson,Stay,2,477.02000000
Elizabeth Hudson,I,3,2001.00000000
Adrian Jones,The,10,614.80000000
Adrian Jones,Letter,6,112.38000000
Adrian Jones,Structure,3,1600.47000000
Jason Carter,Action,5,2737.10000000
David Anderson,Hold,7,812.70000000
David Anderson,Official,10,6381.00000000
David Anderson,Necessary,8,708.16000000
David Anderson,Suffer,8,4496.08000000
Amanda Hughes,Drive,3,616.65000000
Amanda Hughes,Month,6,3910.32000000
Raymond Walker,Move,9,7653.78000000
Raymond Walker,Expect,7,1604.19000000
Richard Smith,Voice,2,655.74000000
Richard Smith,Group,1,645.40000000
Richard Smith,Challenge,7,3933.02000000
Richard Smith,Mrs,6,59.28000000
Richard Smith,Bring,10,9236.40000000
Suzanne Burgess,Street,8,6952.48000000
Suzanne Burgess,Dark,1,659.82000000
Suzanne Burgess,Realize,7,5742.24000000
Suzanne Burgess,Image,7,4298.07000000
Roberta Jackson,Couple,10,4197.80000000
Roberta Jackson,Either,4,592.60000000
Roberta Jackson,Require,5,2271.20000000
Amy Young,Mean,2,531.22000000
Amy Young,Section,4,876.68000000
Amy Young,Near,3,2654.55000000
Allen Vance,Both,2,1694.24000000
Allen Vance,Step,7,1738.59000000
Allen Vance,Available,6,3974.28000000
Allen Vance,Imagine,2,1856.68000000
Sandra Gardner,Rock,10,2965.10000000
Rebecca Bishop,So,4,607.88000000
Rebecca Bishop,Poor,1,513.38000000
Rebecca Bishop,Design,10,9867.20000000
Rebecca Bishop,Lead,7,223.58000000
Pamela Myers,Door,6,5611.56000000
Pamela Myers,Push,4,215.72000000
Pamela Myers,Hold,1,848.25000000
Pamela Myers,Trip,8,3482.48000000
Pamela Myers,Sell,10,8270.30000000
Tony Bradford,Word,10,6287.90000000
Tony Bradford,Whole,6,2035.08000000
Tony Bradford,Seven,6,543.00000000
Christopher Warren,Garden,4,1405.96000000
Jonathan Jones,Treat,5,3459.80000000
Jonathan Jones,Three,5,4268.45000000
Jonathan Jones,Type,6,2656.86000000
Jonathan Jones,Film,10,6589.20000000
Stephanie Lowery,Bed,6,508.62000000
Stephanie Lowery,Recent,7,3897.46000000
Stephanie Lowery,Identify,6,4911.18000000
Stephanie Lowery,Behind,9,4435.38000000
Stephanie Lowery,Debate,7,6903.96000000
Leslie Garcia,Campaign,6,31.14000000
Leslie Garcia,Fact,7,2538.06000000
Leslie Garcia,Kind,6,5256.30000000
Katherine Nguyen,Us,9,3146.31000000
Katherine Nguyen,Sing,2,1610.80000000
Katherine Nguyen,Produce,1,950.07000000
Randy Davidson,City,9,7983.27000000
Kevin Lloyd,Exist,5,4026.70000000
Kevin Lloyd,Least,4,1698.52000000
Kevin Lloyd,Project,3,2989.02000000
Kevin Lloyd,Table,4,217.92000000
Kevin Lloyd,Either,9,7737.84000000
Robert Johnston,Investment,2,1458.96000000
Robert Johnston,Appear,2,97.30000000
Patrick Levy,Full,5,4509.65000000
Patrick Levy,Artist,3,2438.55000000
Cassandra Fernandez,Push,9,8904.78000000
Steven Gomez,Kitchen,7,4578.91000000
Steven Gomez,Spring,9,8521.65000000
Steven Gomez,Cultural,8,7323.68000000
Steven Gomez,Source,8,1029.52000000
Steven Gomez,Never,6,2369.46000000
Lynn King,This,4,1890.00000000
Lynn King,You,10,3586.60000000
Lynn King,Message,7,5786.55000000
Lynn King,Organization,3,2132.25000000
Lynn King,Rich,4,1159.16000000
Tyler Cardenas,Tend,8,5895.52000000
Tyler Cardenas,Water,1,668.01000000
Tyler Cardenas,Response,6,1627.68000000
Tyler Cardenas,Imagine,1,802.67000000
Christian Johnson,Investment,7,5106.36000000
Christian Johnson,There,8,5909.20000000
Sarah Anderson,Mr,6,3815.10000000
Sarah Anderson,Few,7,2852.22000000
Sarah Anderson,Direction,4,3978.60000000
Sarah Anderson,Various,5,821.45000000
Sarah Anderson,Everything,5,3336.00000000
Bonnie Wilson,Change,6,4404.72000000
Bonnie Wilson,Public,6,2040.24000000
Bonnie Wilson,Family,6,1881.18000000
Aaron Flowers,Guess,7,3423.56000000
Aaron Flowers,Who,2,1401.82000000
Aaron Flowers,Blood,1,742.18000000
Aaron Flowers,Other,5,3651.40000000
Aaron Flowers,Attorney,1,340.94000000
Benjamin Dawson,Night,5,4915.90000000
Benjamin Dawson,Easy,8,5141.04000000
Benjamin Dawson,Good,5,240.40000000
Benjamin Dawson,Water,6,1632.06000000
Samantha Garcia,Policy,1,252.81000000
Samantha Garcia,Save,7,3012.31000000
Vanessa Soto,Yet,4,1132.60000000
Johnny Palmer,Per,7,1781.78000000
Shannon Davis,Section,3,924.69000000
Shannon Davis,Either,1,892.08000000
Shannon Davis,Tend,8,5895.52000000
Shannon Davis,Wrong,4,2953.64000000
Shannon Davis,Environmental,10,1028.50000000
Jason Lindsey,Itself,9,2132.10000000
Abigail Harvey,Meet,6,1618.86000000
Abigail Harvey,Agency,3,2100.45000000
Abigail Harvey,Low,2,1205.74000000
Loretta Gibson,Pattern,1,651.20000000
Loretta Gibson,Agreement,5,1695.85000000
Loretta Gibson,Little,4,2544.40000000
Loretta Gibson,Popular,6,1699.98000000
Loretta Gibson,Family,5,505.65000000
Amanda Mcintyre,Care,5,1752.40000000
Amanda Mcintyre,Dog,6,241.26000000
Amanda Mcintyre,Outside,3,907.92000000
Patrick Davis,Southern,1,862.29000000
Brett Wright,White,1,431.81000000
Brett Wright,Case,10,5411.40000000
Brett Wright,Role,9,100.71000000
Brett Wright,Dog,2,80.42000000
Kimberly Mullins,Than,6,5946.12000000
Kimberly Mullins,Nature,9,4209.12000000
Kimberly Mullins,Firm,2,83.74000000
Kimberly Mullins,Feeling,7,6195.91000000
Kimberly Mullins,Man,10,3135.80000000
Tammy Bush,Week,8,5129.68000000
Jacob Brewer,Morning,5,1401.00000000
Jacob Brewer,Development,7,55.16000000
Jacob Brewer,Thank,3,1301.76000000
Amy Alvarado,Make,4,256.36000000
Amy Alvarado,Around,6,5790.36000000
Amy Alvarado,Yet,10,4347.20000000
Amy Alvarado,Rock,10,5445.30000000
Joyce King,Easy,10,6426.30000000
Joyce King,Suddenly,4,1194.36000000
Joyce King,The,10,6590.00000000
Samantha Barrett,House,6,1771.26000000
Samantha Barrett,Film,5,622.90000000
Samantha Barrett,Degree,10,2978.70000000
Adam Anderson,Inside,3,2663.88000000
Adam Anderson,True,3,1293.72000000
Adam Anderson,Probably,5,4762.65000000
Adam Anderson,Recognize,1,344.40000000
Adam Anderson,Institution,3,1622.10000000
Brett Valencia,Sure,4,2024.20000000
Brett Valencia,Care,7,2453.36000000
Brett Valencia,Organization,7,4493.65000000
Rachel Norris,Guy,1,138.29000000
Sarah Davis,Lot,9,1986.12000000
Sarah Davis,Direction,2,1989.30000000
Sarah Davis,Couple,9,3778.02000000
Julie Wilson,Yard,2,70.34000000
Julie Wilson,See,10,3410.30000000
Julie Wilson,Administration,10,722.20000000
Julie Wilson,Lay,6,1265.64000000
Julie Wilson,Whose,5,687.75000000
Shelby Freeman,Little,9,5635.98000000
Shelby Freeman,Travel,2,430.80000000
Shelby Freeman,Executive,10,512.30000000
Alexis Burke,So,4,607.88000000
Ashley Taylor,Citizen,1,7.98000000
Pamela Myers,Truth,10,2625.30000000
Pamela Myers,Guess,5,2506.25000000
Pamela Myers,Million,3,161.70000000
Christopher Shaw,Five,10,8061.40000000
Christopher Shaw,Especially,5,3533.90000000
Christopher Shaw,Begin,9,537.84000000
Christopher Shaw,Director,1,717.61000000
Stephen Summers,Image,2,1228.02000000
Stephen Summers,This,4,1890.00000000
Cory Hill,Attorney,8,3284.40000000
Cory Hill,Which,10,5102.20000000
Joseph Alvarado,With,1,16.20000000
Joseph Alvarado,Social,7,5282.27000000
Joseph Alvarado,Analysis,10,2725.80000000
Joseph Alvarado,Speech,9,8635.50000000
Melinda Anderson,Forget,1,483.67000000
Melinda Anderson,Practice,7,1744.89000000
Ariana White,Future,7,199.29000000
Ariana White,Around,8,130.40000000
Ariana White,Coach,5,1756.85000000
Maria Williams,Result,5,3602.45000000
Maria Williams,Pull,5,3506.75000000
Natasha Singleton,Public,4,160.48000000
Natasha Singleton,Heart,9,2361.33000000
James Bryant,But,2,296.18000000
James Bryant,Stock,5,1392.35000000
James Bryant,Reach,4,455.92000000
James Bryant,Practice,9,5022.36000000
Kim Ramirez,Others,9,5251.50000000
Kim Ramirez,Exactly,6,5045.04000000
Kim Ramirez,Green,2,1808.10000000
Kim Ramirez,Medical,6,3032.34000000
Cheryl Ramirez,Far,9,7067.88000000
Jessica Krueger,Detail,8,3485.04000000
Jessica Krueger,His,6,301.92000000
Jessica Krueger,What,6,5810.58000000
Jessica Krueger,Work,7,5540.01000000
Peter Erickson,Already,10,691.10000000
Thomas Hunter,Them,8,2214.48000000
Thomas Hunter,Magazine,7,2866.29000000
Thomas Hunter,Democratic,4,2803.24000000
Thomas Hunter,Instead,2,1698.96000000
Thomas Hunter,Whether,3,880.92000000
Brianna Thomas,Draw,3,261.54000000
Brianna Thomas,Money,5,310.10000000
Brianna Thomas,Parent,2,157.20000000
Christina Thomas,Outside,5,1513.20000000
Christina Thomas,Information,9,6118.47000000
Christina Thomas,Participant,3,2648.64000000
Christina Thomas,Perform,2,661.02000000
Christina Thomas,Wish,7,1262.45000000
Joshua Alexander,Garden,4,1046.00000000
Joshua Alexander,Idea,9,46.98000000
Joshua Alexander,Future,1,28.47000000
Joshua Alexander,Red,9,7443.18000000
Joshua Alexander,Eye,6,3643.38000000
Sarah Reyes,Push,10,9894.20000000
Sarah Reyes,Them,9,2491.29000000
Sarah Reyes,Remember,2,223.76000000
Sarah Reyes,Respond,7,5645.85000000
Sarah Reyes,Vote,7,5171.67000000
John Smith,Try,1,769.98000000
John Smith,Run,5,4005.70000000
John Howard,Teach,4,3141.88000000
John Howard,Assume,1,702.19000000
John Howard,Way,7,339.08000000
John Howard,Experience,10,8468.30000000
Melissa Hayes,Meeting,7,1167.81000000
Melissa Hayes,Wind,8,251.92000000
Timothy Armstrong,Science,5,4716.65000000
Timothy Armstrong,Single,5,4382.35000000
Gregory Garner,Response,5,2227.25000000
Gregory Garner,Join,5,4012.25000000
Gregory Garner,Land,7,3274.25000000
Gregory Garner,Hold,4,3393.00000000
Daisy Beard,Exist,9,5567.49000000
Daisy Beard,Eat,10,2670.30000000
Regina Decker,Image,4,2657.96000000
Aaron Williams,Across,2,674.08000000
Aaron Williams,Loss,9,7937.37000000
Cynthia Armstrong,Put,3,767.22000000
Cynthia Armstrong,End,2,890.64000000
Christopher Carr,Garden,2,735.46000000
Christopher Carr,Green,6,5419.80000000
Christopher Carr,War,9,5718.78000000
Christopher Carr,Water,4,1482.32000000
Christopher Carr,Religious,1,559.23000000
Roger Jackson,Cut,8,1859.28000000
Zachary Bass,Last,6,2905.74000000
Mark Phillips,Moment,8,365.68000000
Mark Phillips,Follow,2,640.12000000
Mark Phillips,Already,3,2944.05000000
Mark Phillips,Drug,1,59.15000000
Margaret Clark,Never,2,789.82000000
Margaret Clark,Hold,9,7634.25000000
Margaret Clark,Light,6,3229.92000000
Margaret Clark,Appear,10,7498.90000000
Leslie Nelson,Generation,7,5039.09000000
Leslie Nelson,Truth,5,1012.20000000
Leslie Nelson,Significant,6,2246.34000000
Leslie Nelson,Present,6,5005.14000000
John Vega,Say,8,2641.36000000
John Vega,Rock,7,2075.57000000
Jimmy Ford,Five,7,4930.03000000
Jimmy Ford,Single,8,288.96000000
Martha Johnson,Need,3,1741.71000000
Martha Johnson,Push,6,5936.52000000
Brett Williams,Summer,5,914.90000000
Brett Williams,Half,5,1969.80000000
Brett Williams,News,2,1943.38000000
Brett Williams,Big,7,2699.62000000
Kimberly Solomon,Site,10,8474.60000000
Kimberly Solomon,Product,7,4919.67000000
Jill Patterson,Rock,4,454.04000000
Jonathan Turner,Change,4,2936.48000000
Jonathan Turner,Later,2,952.96000000
Jonathan Turner,Out,7,4526.83000000
Jonathan Turner,Owner,2,780.02000000
April Alvarez,Stock,1,166.29000000
April Alvarez,Manage,8,6757.60000000
April Alvarez,Family,3,940.59000000
April Alvarez,Relationship,7,5637.24000000
April Alvarez,Must,6,3406.56000000
Lindsey Rodriguez,Leg,2,569.64000000
Lindsey Rodriguez,Clear,9,402.21000000
Lindsey Rodriguez,Almost,4,3363.60000000
Kristen Cooper,Attack,8,2186.48000000
Kristen Cooper,Maybe,4,2114.76000000
Kristen Cooper,Us,4,2346.12000000
Aaron Bradford,Detail,5,2178.15000000
Aaron Bradford,Exactly,2,941.90000000
Amanda Sanchez,Amount,3,899.13000000
Joshua Best,Car,4,588.20000000
Joshua Best,Close,3,490.50000000
Joshua Best,Tonight,7,4138.82000000
Joshua Best,Serious,8,6504.16000000
Colleen Randolph,Thing,8,6455.92000000
Colleen Randolph,Outside,9,2723.76000000
Colleen Randolph,Close,9,7166.79000000
Colleen Randolph,Where,5,639.30000000
Gina Herrera,Small,8,7536.24000000
Gina Herrera,Room,2,260.06000000
Gina Herrera,Off,4,3763.60000000
Gina Herrera,Student,5,2675.80000000
David Alvarado,Traditional,10,3151.90000000
David Alvarado,Already,10,7793.00000000
David Alvarado,Everybody,9,1477.35000000
David Alvarado,Black,2,298.32000000
Philip Hall,Other,7,6807.92000000
Philip Hall,Answer,6,709.32000000
Allen Vance,Age,3,109.80000000
Allen Vance,Mr,7,6491.03000000
Allen Vance,Bank,1,965.35000000
Allen Vance,Song,4,2055.00000000
Allen Vance,Season,9,4343.13000000
Melinda Anderson,Remember,5,576.90000000
Melinda Anderson,Place,3,669.87000000
Melinda Anderson,Season,9,4343.13000000
Crystal Pacheco,Low,4,1320.08000000
Crystal Pacheco,Statement,10,217.10000000
Crystal Pacheco,Practice,6,817.86000000
Miguel Barnes,Before,1,287.75000000
Miguel Barnes,Age,6,219.60000000
Miguel Barnes,Garden,10,3677.30000000
Jane Parker,Already,5,4906.75000000
Scott Owens,Arrive,1,426.19000000
Christopher Cox,Up,2,1532.38000000
Christopher Cox,Computer,6,2589.78000000
Sarah Washington,Tonight,4,2365.04000000
Sarah Washington,Media,9,3075.21000000
Sarah Washington,Compare,3,1244.58000000
Sarah Washington,Save,5,3580.75000000
Sarah Washington,Practice,2,272.62000000
Anna Alexander,Democratic,5,3857.00000000
Anna Alexander,Quickly,1,549.67000000
Anna Alexander,Wall,2,1707.44000000
Julia Finley,Door,10,5356.80000000
Julia Finley,Small,9,8963.55000000
Julia Finley,Blood,2,1803.70000000
Charles Williams,Almost,10,5602.30000000
Charles Williams,Yeah,6,441.96000000
Charles Williams,Value,3,1353.69000000
Charles Williams,Hear,5,459.55000000
Sara Williams,Family,8,809.04000000
Sara Williams,Fine,8,6337.36000000
Sara Williams,Group,10,8971.40000000
Sara Williams,Close,6,172.08000000
Jonathan Marshall,Discuss,7,5274.57000000
William Green,Loss,6,2007.54000000
William Green,Life,4,323.84000000
William Green,Forget,10,5734.30000000
William Green,Move,3,2551.26000000
Lisa Norton,Major,3,2456.13000000
Lisa Norton,Customer,3,1836.42000000
Lisa Norton,Action,2,496.26000000
Lisa Norton,Week,4,2564.84000000
Tammy Mata,Film,1,893.07000000
Tammy Mata,Age,2,436.12000000
Tammy Mata,Single,8,7011.76000000
Shelby Freeman,Least,6,2547.78000000
Shelby Freeman,Probably,7,2708.58000000
Shelby Freeman,Wall,3,2032.59000000
Shelby Freeman,Necessary,8,1118.32000000
Ashley Hall,Stay,9,1834.38000000
Jamie Williams,Positive,10,961.50000000
Jamie Williams,Power,10,8097.80000000
Jamie Williams,Society,10,8138.40000000
Jamie Williams,Little,3,1233.90000000
Kristine Moyer,Price,10,3146.30000000
Kristine Moyer,Name,7,5164.74000000
Kristine Moyer,Life,4,1580.96000000
Christina Sanders,Single,4,2511.52000000
Mary Rogers,Who,8,6819.68000000
Mary Rogers,Black,10,7134.50000000
Mary Rogers,Than,5,680.05000000
Mary Rogers,Animal,1,479.92000000
Mary Rogers,Job,1,352.24000000
Tanya Anderson,Under,9,4440.06000000
Tanya Anderson,Floor,8,1168.00000000
Tanya Anderson,Whatever,2,1715.00000000
Tanya Anderson,Occur,10,4174.70000000
Daniel Brown,Magazine,3,1228.41000000
Daniel Brown,Section,2,1041.94000000
Daniel Brown,Dog,7,281.47000000
Daniel Brown,Vote,10,7388.10000000
Daniel Brown,Third,5,3671.75000000
Laura Garcia,Hair,6,3446.40000000
Laura Garcia,Idea,3,2493.48000000
Laura Garcia,Responsibility,5,2876.50000000
Laura Garcia,Son,2,956.24000000
Laura Garcia,Society,3,2159.46000000
John Sanders,Color,3,2618.34000000
John Sanders,Response,4,1781.80000000
John Sanders,Act,3,30.12000000
John Sanders,Appear,10,2279.20000000
John Sanders,Us,2,1173.06000000
Karen Miller,Congress,1,74.62000000
Tanya White,White,3,700.68000000
Jennifer Smith,Herself,6,4754.94000000
Jennifer Smith,Hospital,4,1687.32000000
Jennifer Smith,Peace,2,1505.74000000
Jennifer Smith,World,2,1214.58000000
Jennifer Smith,Two,4,2678.24000000
Madeline Browning,Group,10,9020.60000000
Madeline Browning,Stay,5,1019.10000000
Madeline Browning,Study,1,138.15000000
Madeline Browning,Everyone,4,903.64000000
Madeline Browning,Arrive,4,1704.76000000
Matthew Ali,Able,7,4245.92000000
Matthew Ali,Marriage,7,5361.09000000
Matthew Ali,Middle,3,2910.24000000
Emily Green,Condition,4,1703.48000000
Emily Green,Assume,4,2614.08000000
Emily Green,Production,2,1676.58000000
Emily Green,Recognize,3,573.27000000
Michael Neal,Store,4,165.24000000
Michael Neal,Social,4,3607.24000000
Michael Neal,Ago,2,1969.40000000
Michael Martin,Different,1,204.63000000
Michael Martin,Soldier,5,1579.35000000
Michael Martin,Another,5,2949.95000000
Michael Martin,Low,7,4220.09000000
Michael Martin,Parent,8,628.80000000
Katherine Williams,Single,8,6765.92000000
Ashley Hunt,Actually,1,563.78000000
Ashley Hunt,Same,1,21.65000000
Ashley Hunt,Ever,8,487.52000000
Timothy Armstrong,Already,8,7850.80000000
Donald Fritz,When,3,1991.49000000
Donald Fritz,Later,1,188.07000000
Donald Fritz,Week,10,6038.70000000
Donald Fritz,Can,4,3298.80000000
Joseph Acosta,Peace,10,5982.90000000
Joseph Acosta,Day,10,1361.30000000
Joseph Acosta,Visit,8,5524.88000000
Joseph Acosta,Effect,2,499.08000000
Wanda Parker,Store,10,3003.10000000
Wanda Parker,Not,7,5898.48000000
Wanda Parker,Society,6,4883.04000000
Linda Harris,Ago,2,382.58000000
Sean Hughes,Including,9,5933.70000000
Sean Hughes,Morning,6,1681.20000000
Sean Hughes,Subject,5,1390.80000000
Justin Ford,Someone,5,3965.05000000
Justin Ford,Other,1,942.70000000
Justin Ford,Property,6,1758.18000000
Sarah Garner,Bill,5,1918.65000000
Sarah Garner,Themselves,1,652.26000000
Sarah Garner,Under,2,986.68000000
Alyssa Santos,Miss,6,1706.28000000
Alyssa Santos,Statement,7,151.97000000
Alyssa Santos,Lead,6,191.64000000
Alyssa Santos,Country,1,359.12000000
David Anderson,Pick,6,3751.80000000
David Anderson,Kitchen,5,3270.65000000
David Anderson,Hear,7,756.56000000
David Anderson,Say,10,9510.00000000
David Anderson,Individual,6,527.10000000
Rhonda Green,Top,8,2335.36000000
Rhonda Green,Computer,1,431.63000000
Jonathan Richards,Third,9,2910.42000000
Jonathan Richards,Foreign,5,1007.30000000
Jonathan Richards,Thus,7,3941.49000000
Jonathan Richards,Spend,1,43.93000000
Miguel Barnes,Ability,9,5278.05000000
Emily Rivas,Take,3,1089.15000000
Emily Rivas,Cause,4,1827.36000000
Catherine Webster,Far,10,3546.80000000
